Source_Name,Flux1000,Energy_Flux100,PL_Index,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,ASSOC1
4FGL J0101.1-6422,2.05857e-09,1.28728e-11,2.16396,6.24321,0.0,10.0,PSR,PSR J0101-6422
4FGL J0101.7-5455,6.21899e-11,9.0279e-13,1.63672,5.01685,0.0,10.0,bcu,MRSS 151-121576
4FGL J0101.8-7543,8.67034e-11,1.93199e-12,2.78995,6.18011,0.0,10.0,fsrq,PKS 0101-76
4FGL J0102.0-6240,1.10406e-10,1.26516e-12,1.9221,15.9687,0.343313,0.466661,,
4FGL J0102.0+1639,1.58109e-10,1.8411e-12,2.23461,13.5596,0.297089,0.47273,bcu,TXS 0059+163
4FGL J0102.1+4458,1.31724e-10,1.46321e-12,2.06648,10.2673,0.105004,1.39143,,
4FGL J0102.3+1000,2.23884e-10,2.51224e-12,1.98219,6.29828,0.0,10.0,,
4FGL J0102.4+4214,3.71131e-10,6.96433e-12,2.67972,136.279,0.861771,0.216819,fsrq,GB6 J0102+4214
4FGL J0102.4+0942,1.87688e-10,2.11331e-12,1.96971,12.0116,0.240414,0.601457,bll,2MASS J01021713+0944098
4FGL J0102.6-5639,1.54001e-10,1.71317e-12,2.0922,13.9577,0.397096,0.345367,bcu,PKS 0100-568
4FGL J0102.7-2001,5.76021e-11,8.75038e-13,1.59842,12.8089,0.0,10.0,bcu,PMN J0102-2001
4FGL J0102.8+5824,4.24792e-09,4.34207e-11,2.29178,1330.45,0.910271,0.215792,fsrq,TXS 0059+581
4FGL J0102.8+4839,2.19668e-09,1.51231e-11,2.1854,6.54314,0.0,10.0,PSR,PSR J0102+4839
4FGL J0102.9-7051,1.26615e-10,1.46317e-12,2.21983,16.866,0.266787,0.369933,glc,NGC 362
4FGL J0103.1+4954,1.61985e-10,3.3029e-12,2.7342,10.5402,0.282913,0.32445,bcu,GB6 J0103+4959
4FGL J0103.5+1526,1.74372e-10,2.03809e-12,2.24146,3.87595,0.0,10.0,bll,TXS 0100+151
4FGL J0103.5+5337,6.07258e-10,6.63897e-12,1.79336,33.1295,0.459235,0.146913,bll,RX J0103.3+5337
4FGL J0103.8+1321,2.45104e-10,2.7243e-12,2.08167,36.1424,0.833226,0.266386,bll,NVSS J010345+132346
4FGL J0104.6-0818,1.25814e-10,1.67799e-12,2.40952,9.18332,0.0,10.0,,
4FGL J0104.8-2416,3.30941e-10,5.48041e-12,2.59194,82.0261,0.673729,0.178263,fsrq,PKS 0102-245
4FGL J0105.1+3929,4.64906e-10,5.65857e-12,2.30417,80.3095,0.797427,0.208785,bll,GB6 J0105+3928
4FGL J0106.1+1131,1.13745e-10,1.26443e-12,2.03985,17.5111,0.633804,0.416136,,
4FGL J0106.4+4855,3.50375e-09,1.9467e-11,2.10333,3.43455,0.0,10.0,PSR,PSR J0106+4855
4FGL J0106.9-4832,9.77263e-11,1.19987e-12,2.3158,10.4039,0.0,10.0,bcu,PMN J0106-4831
4FGL J0107.3-1210,2.04835e-10,2.4647e-12,2.28803,18.3422,0.487418,0.22752,bcu,PMN J0107-1211
4FGL J0107.4+0334,1.82177e-10,2.30707e-12,2.35385,34.4847,0.781674,0.268921,bll,PMN J0107+0333
4FGL J0108.1-0039,1.95869e-10,4.05476e-12,2.74388,11.1794,0.260046,0.263438,fsrq,PKS 0105-008
4FGL J0108.6+0134,1.1031e-08,1.26837e-10,2.36186,6428.14,0.821748,0.193925,fsrq,4C +01.02
4FGL J0109.1+1815,7.01831e-10,7.82541e-12,2.11036,8.63789,0.0,10.0,bll,MG1 J010908+1816
4FGL J0109.3+2401,1.61236e-10,1.84508e-12,2.19861,20.1301,0.763293,0.371663,bcu,GB6 J0109+2400
4FGL J0109.7+6133,2.25947e-09,3.15651e-11,2.61832,945.683,1.10289,0.2622,fsrq,TXS 0106+612
4FGL J0110.0-4019,1.60267e-10,1.9581e-12,1.81525,19.4062,0.499377,0.257897,bll,RBS 0158
4FGL J0110.1+6805,2.16263e-09,2.4188e-11,1.99627,12.8787,0.0869785,0.0656464,bll,4C +67.04
4FGL J0110.2+4151,6.89409e-11,9.79943e-13,1.65525,14.971,0.0,10.0,bll,6C B010709.9+413321
4FGL J0110.7-1254,2.18113e-10,2.42655e-12,2.03051,7.60091,0.0,10.0,bll,1RXS J011050.0-125455
4FGL J0110.9+4344,1.81454e-10,2.14324e-12,2.25946,18.4807,0.605354,0.286574,bcu,GB6 J0110+4345
4FGL J0111.4+0534,1.0475e-10,1.20323e-12,1.91678,14.5831,0.0,10.0,bll,1RXS J011130.5+053612
4FGL J0111.5-2546,1.17521e-10,1.55231e-12,2.3997,25.2348,0.866369,0.313576,bcu,NVSS J011130-254531
4FGL J0112.0+3442,1.31911e-10,1.56298e-12,2.26458,10.1741,0.0,10.0,,
4FGL J0112.0-6634,1.83013e-10,3.69072e-12,2.7271,24.5442,0.378443,0.142716,fsrq,PKS 0110-668
4FGL J0112.1+2245,7.98297e-09,7.57121e-11,2.0854,423.796,0.298287,0.0718081,BLL,S2 0109+22
4FGL J0112.1-0321,2.48092e-10,3.76911e-12,2.52558,20.3152,0.409684,0.173472,fsrq,TXS 0110-037
4FGL J0112.6-3158,8.31549e-11,9.49999e-13,1.92912,11.8307,0.0,10.0,bll,RX J011232.8-320140
4FGL J0112.8-7506,3.2171e-10,3.58167e-12,2.02399,8.23573,0.0,10.0,bll,2MASS J01123146-7506179
4FGL J0112.8+3208,2.75949e-09,3.0838e-11,2.34057,1040.78,0.757852,0.180064,fsrq,4C +31.03
4FGL J0113.1-3553,4.43647e-10,5.88338e-12,2.40377,161.093,0.955154,0.236661,fsrq,PMN J0113-3551
4FGL J0113.4+4948,1.68028e-09,1.61151e-11,2.21924,463.397,1.00991,0.241608,fsrq,S4 0110+49
4FGL J0113.7+0225,2.35333e-10,3.39639e-12,2.48273,14.2462,0.335994,0.232354,bll,UGC 773
4FGL J0114.0+6418,3.94271e-10,4.39619e-12,2.11045,34.1256,0.829672,0.274519,bcu,GB6 J0113+6416
4FGL J0114.8+1326,1.10941e-09,1.23627e-11,2.10644,48.3365,0.320167,0.0937787,bll,GB6 J0114+1325
4FGL J0114.9-3400,1.30026e-10,1.72461e-12,1.72095,16.4796,0.62114,0.33431,bll,1RXS J011501.3-340008
4FGL J0115.1+2622,1.59655e-10,1.8375e-12,2.21138,26.4593,0.75372,0.330801,bcu,1RXS J011451.8+262337
4FGL J0115.1-0129,2.44e-10,4.87646e-12,2.72128,49.4726,0.709552,0.20364,fsrq,PKS 0112-017
4FGL J0115.4-2917,9.63086e-11,1.10706e-12,1.91521,10.5619,0.0,10.0,,
4FGL J0115.6+0356,1.26956e-09,1.41131e-11,2.08382,17.9551,0.149191,0.0708431,bll,PMN J0115+0356
4FGL J0115.8+2519,1.72127e-09,1.97616e-11,1.91789,305.507,0.81101,0.19627,bll,RX J0115.7+2519
4FGL J0116.0-1136,8.44581e-10,1.07728e-11,2.36208,298.314,1.00951,0.244138,fsrq,PKS 0113-118
4FGL J0116.0-2745,1.62827e-10,1.89887e-12,1.88673,18.0233,0.448154,0.264429,bll,1RXS J011555.6-274428
4FGL J0116.2-6153,2.66062e-10,3.12431e-12,1.87453,6.1607,0.0,10.0,bll,SUMSS J011619-615343
4FGL J0116.5-2812,1.13368e-10,1.32021e-12,2.23475,15.2066,0.268295,0.735524,bll,1RXS J011637.7-281146
4FGL J0116.5-3046,9.88263e-11,1.90621e-12,2.69804,8.94992,0.151401,0.601976,fsrq,PKS 0113-310
4FGL J0116.8+6914,2.74268e-10,3.88706e-12,2.75064,3.61338,0.0,10.0,,
4FGL J0117.5-2442,7.30407e-11,8.83204e-13,1.8294,6.21506,0.0,10.0,bll,1RXS J011746.6-244329
4FGL J0117.8-2109,7.04912e-10,9.1057e-12,2.37613,139.06,0.918706,0.230204,fsrq,PKS 0115-214
4FGL J0118.3-6008,1.63409e-10,1.85699e-12,2.18141,30.8245,0.692955,0.256718,,
4FGL J0118.7-0848,1.21099e-10,2.01555e-12,2.59565,23.6859,0.878044,0.327896,bcu,AT20G J011844-085058
4FGL J0118.9-2141,3.04986e-09,3.01291e-11,2.25973,206.098,0.403279,0.0989447,fsrq,PKS 0116-219
4FGL J0119.0-1458,3.11497e-10,3.84047e-12,1.80342,13.5592,0.265672,0.169519,bll,1RXS J011905.4-145906
4FGL J0119.4-5354,1.62723e-10,2.18147e-12,2.41466,9.58247,0.171914,0.28874,bcu,PKS 0117-542
4FGL J0119.6+4158,1.1883e-10,1.43627e-12,2.29447,6.62864,0.0,10.0,bll,2MASX J01200274+4200139
4FGL J0119.9+4053,9.18227e-11,1.02011e-12,2.07171,8.77881,0.0,10.0,bcu,CRATES J012018+405314
4FGL J0120.1+0505,1.04755e-10,1.54978e-12,2.50379,13.2283,0.322146,0.519299,,
4FGL J0120.2-7944,1.25808e-10,2.1689e-12,2.6211,14.2623,0.40195,0.294987,,
4FGL J0120.4-2701,3.45238e-09,3.40535e-11,1.90865,35.9449,0.138233,0.0435826,bll,PKS 0118-272
4FGL J0121.7+5153,1.21049e-10,1.60953e-12,1.71844,8.21148,0.0,10.0,bcu,2MASS J01213367+5155520
4FGL J0121.8-3916,2.31306e-10,2.68208e-12,1.89746,12.879,0.291091,0.24076,bll,NVSS J012152-391547
4FGL J0122.1-3004,4.79902e-11,7.71314e-13,1.55331,6.56712,0.0,10.0,bcu,1RXS J012203.6-300507
4FGL J0122.4+1034,7.41068e-11,1.04083e-12,1.66605,12.7766,0.490418,0.601326,,
4FGL J0123.1+3421,2.24049e-10,3.04416e-12,1.6971,14.8347,0.404523,0.236549,bll,1ES 0120+340
4FGL J0123.7-2311,5.33491e-10,6.30097e-12,1.86488,17.657,0.288221,0.131213,bll,1RXS J012338.2-231100
4FGL J0124.8-0625,2.4919e-10,2.87204e-12,2.21438,45.9445,1.01,0.295918,bll,PMN J0124-0624
4FGL J0125.3+6820,3.26588e-10,5.88214e-12,2.65179,10.9563,0.261441,0.340748,,
4FGL J0125.3-2548,5.09445e-10,5.89854e-12,2.22369,25.2204,0.317267,0.116898,bll,PKS 0122-260
4FGL J0125.4+3200,9.03856e-11,3.30509e-12,3.07274,19.6423,0.41183,0.180099,bcu,MG3 J012541+3152
4FGL J0125.7-0015,1.33448e-10,3.99989e-12,2.96355,5.99745,0.0,10.0,fsrq,PKS 0122-005
4FGL J0125.9-6303,1.23414e-10,1.44044e-12,2.23889,9.00511,0.0,10.0,,
4FGL J0126.0-2221,3.17073e-10,5.21718e-12,2.5872,114.903,0.975156,0.249409,fsrq,PKS 0123-226
4FGL J0126.3-6746,4.63298e-11,6.16741e-13,1.71727,5.46857,0.0,10.0,,
4FGL J0126.5-1553,1.04013e-10,1.57133e-12,2.52102,6.88275,0.0,10.0,bcu,WISEA J012708.49-155554.1
4FGL J0126.8+2412,1.95654e-10,4.15369e-12,2.75982,37.132,0.561615,0.180076,,
4FGL J0127.1+3310,1.23678e-10,1.38958e-12,1.97732,6.92976,0.0,10.0,bll,NVSS J012656+330727
4FGL J0127.2-0819,7.25944e-10,8.24075e-12,2.17852,9.08057,0.0,10.0,bll,PMN J0127-0821
4FGL J0127.2+0324,4.91491e-10,5.5389e-12,1.96677,76.4209,0.781457,0.209762,bll,NVSS J012713+032259
4FGL J0127.4-4813,1.88425e-10,2.71413e-12,2.48105,18.5309,0.416428,0.183533,bcu,PMN J0127-4813
4FGL J0127.9+4857,2.48483e-10,4.08107e-12,2.58583,21.2834,0.466353,0.188105,bll,GB6 J0128+4901
4FGL J0128.1+7542,2.23383e-10,1.58185e-12,2.5492,9.33015,0.123561,0.698225,,
4FGL J0128.2+4400,1.37371e-10,1.99068e-12,2.48625,13.0846,0.281884,0.526606,bcu,MG4 J012818+4405
4FGL J0128.3+5710,2.31999e-10,3.033e-12,2.38898,18.2026,0.529057,0.281893,bcu,2MASS J01282987+5712494
4FGL J0128.5+4440,1.57657e-10,1.76503e-12,2.13176,27.0082,0.889487,0.319158,fsrq,GB6 J0128+4439
4FGL J0129.0+6312,7.07911e-10,9.89218e-12,2.67887,6.66791,0.0,10.0,bcu,2MASS J01283059+6306298
4FGL J0129.7+3436,2.03204e-10,2.27899e-12,1.98428,5.83927,0.0,10.0,bcu,TXS 0126+343
4FGL J0129.8+1440,2.6689e-10,5.17488e-12,2.7015,16.5688,0.263977,0.133439,fsrq,4C +14.06
4FGL J0130.4-2129,1.32455e-10,1.50955e-12,1.93504,8.8796,0.0,10.0,bcu,2MASS J01302573-2128389
4FGL J0130.6+1844,2.00825e-10,2.49526e-12,2.331,5.6915,0.0,10.0,bcu,MG1 J013030+1843
4FGL J0131.1+6120,1.48617e-09,1.71393e-11,1.7893,73.8348,0.50517,0.131572,bll,RX J0131.0+6120
4FGL J0131.2+5547,5.4502e-10,6.12201e-12,2.14532,2.88006,0.0,10.0,bcu,TXS 0128+554
4FGL J0131.7-5346,1.92708e-10,2.41576e-12,2.34185,7.91895,0.0,10.0,,
4FGL J0132.1-0956,1.38827e-10,4.00923e-12,2.80919,24.5422,0.435993,0.162213,,
4FGL J0132.7-1654,2.122e-09,2.42263e-11,2.34347,259.035,0.430758,0.104998,fsrq,PKS 0130-17
4FGL J0132.7-0804,2.08124e-10,2.44042e-12,1.87702,5.53966,0.0,10.0,bcu,PKS 0130-083
4FGL J0132.8-4413,3.06384e-10,3.6319e-12,2.26529,5.78606,0.0,10.0,bll,SUMSS J013306-441422
4FGL J0132.8+4324,2.21782e-10,2.76974e-12,2.33728,14.3666,0.385219,0.257998,bcu,B3 0129+431
4FGL J0133.0+5931,1.96228e-10,2.35601e-12,2.28486,6.54343,0.0,10.0,,
4FGL J0133.1-5201,1.7198e-09,1.83719e-11,2.3235,1417.04,1.24001,0.293723,fsrq,PKS 0131-522
4FGL J0133.2-4533,7.09983e-11,9.18945e-13,1.74657,3.17969,0.0,10.0,bcu,1RXS J013308.8-453528
4FGL J0134.3-3842,1.38799e-10,2.01964e-12,2.48977,33.8658,0.84077,0.279457,fsrq,PMN J0134-3843
4FGL J0134.5+2637,8.87103e-10,9.94169e-12,1.98734,10.8686,0.0904282,0.127466,fsrq,RX J0134.4+2638
4FGL J0135.0+5338,2.91145e-10,1.61501e-12,2.51456,9.63687,0.203305,0.468445,bcu,LQAC 023+053
4FGL J0135.1+0255,8.0703e-11,1.17755e-12,1.63229,18.0828,0.756893,0.522205,bcu,1RXS J013506.7+025558
4FGL J0136.5+3906,4.53369e-09,5.06224e-11,1.71687,61.2267,0.18551,0.050789,bll,B3 0133+388
4FGL J0137.0+4751,3.63714e-09,3.63806e-11,2.30152,1410.48,0.811476,0.192345,fsrq,OC 457
4FGL J0137.3-3239,1.05348e-10,1.26642e-12,2.28667,10.0398,0.0,10.0,,
4FGL J0137.6-2430,9.39861e-10,1.36307e-11,2.53622,343.579,0.644942,0.15597,fsrq,PKS 0135-247
4FGL J0137.9+5814,1.4893e-09,1.68702e-11,1.95114,37.4283,0.293631,0.0904695,bll,TXS 0134+579
4FGL J0138.0+2247,3.95749e-10,4.41762e-12,2.00633,35.1493,0.575214,0.183474,bll,GB6 J0138+2248
4FGL J0138.5+0300,1.11984e-10,1.24868e-12,2.01285,8.82121,0.0,10.0,,
4FGL J0138.5-4613,3.00928e-10,3.3749e-12,2.13919,4.49424,0.0,10.0,bcu,PMN J0138-4614
4FGL J0138.6+6821,3.73674e-10,6.53089e-12,2.63081,2.47593,0.0,10.0,unk,87GB 013451.9+680621
4FGL J0139.0+2601,1.85237e-10,2.5234e-12,2.43027,19.1811,0.54704,0.292382,bll,WISE J013859.14+260015.7
4FGL J0139.5-2228,3.32791e-10,1.4233e-12,2.09834,8.39041,0.0251648,1.23996,,
4FGL J0140.3+7054,1.99924e-10,2.24697e-12,1.97616,7.4099,0.0,10.0,,
4FGL J0140.5-4730,1.13033e-10,1.8587e-12,2.58673,15.5255,0.455381,0.277334,,
4FGL J0140.6-0758,1.4592e-10,1.73391e-12,1.8552,12.6407,0.475354,0.350643,bll,RX J0140.7-0758
4FGL J0140.6+8736,2.0207e-10,2.24457e-12,2.06433,28.8802,0.743082,0.268907,bcu,WN B0126.6+8722
4FGL J0141.4-0928,2.38493e-09,2.36659e-11,2.15446,256.493,0.501261,0.122001,bll,PKS 0139-09
4FGL J0142.5+6650,3.50312e-10,3.59955e-12,2.62805,10.0712,0.144344,0.527662,,
4FGL J0142.7-0543,1.52444e-10,1.84039e-12,2.2928,20.9778,0.722505,0.3061,bll,PKS 0140-059
4FGL J0143.1-3622,3.1891e-10,4.56552e-12,2.47569,125.118,1.10204,0.278041,bcu,PMN J0143-3623
4FGL J0143.5-3156,1.16957e-10,1.69283e-12,2.48522,6.4713,0.0,10.0,bcu,PKS 0140-322
4FGL J0143.7-5846,1.11055e-09,1.34025e-11,1.83216,53.1096,0.322361,0.0910051,bll,SUMSS J014347-584550
4FGL J0144.3+5959,2.80093e-10,5.84704e-12,2.74919,9.83955,0.0917132,0.507112,,
4FGL J0144.6+2705,5.97415e-09,5.43434e-11,2.13638,263.328,0.269249,0.0658121,bll,TXS 0141+268
4FGL J0145.0-2732,6.01848e-10,9.82977e-12,2.60344,810.142,1.37766,0.327645,fsrq,PKS 0142-278
4FGL J0145.9+2319,1.75543e-10,2.27161e-12,2.37806,13.9825,0.577089,0.304793,bcu,TXS 0143+230
4FGL J0146.0-6746,3.9871e-10,4.42878e-12,2.06249,45.1884,0.622277,0.177706,bcu,SUMSS J014554-674646
4FGL J0146.3+4606,2.05536e-10,2.31621e-12,2.15674,5.61214,0.0,10.0,bcu,B3 0143+458
4FGL J0146.9-5202,3.13662e-10,3.48622e-12,2.08124,7.68656,0.0,10.0,bll,PKS 0144-522
4FGL J0147.7-1321,1.06251e-10,1.24423e-12,2.24482,7.27505,0.0,10.0,bcu,NVSS J014804-132019
4FGL J0148.2+5201,5.61519e-10,6.89466e-12,1.80871,14.0033,0.183823,0.136892,bll,GB6 J0148+5202
4FGL J0148.6+0127,2.69502e-10,3.28381e-12,2.30566,17.2135,0.383533,0.214626,bll,PMN J0148+0129
4FGL J0149.6-0734,1.01399e-10,1.39547e-12,2.43994,5.4009,0.0,10.0,bcu,PMN J0149-0733
4FGL J0150.4+4848,1.52353e-10,1.04892e-12,2.02554,3.85881,0.0,10.0,,
4FGL J0150.6-5448,1.24554e-10,1.39825e-12,1.9805,6.14361,0.0,10.0,bcu,PMN J0150-5450
4FGL J0150.9+1230,1.14963e-10,1.39514e-12,2.30011,14.7082,0.525687,0.574942,,
4FGL J0151.0+0539,1.9721e-10,2.40303e-12,2.3057,6.65319,0.0,10.0,bcu,PMN J0151+0540
4FGL J0151.3+8601,3.97586e-10,4.80511e-12,2.29434,21.5515,0.376131,0.144098,bll,WN B0140.0+8546
4FGL J0151.4-3607,1.85226e-10,2.22224e-12,2.28375,7.99047,0.0,10.0,bcu,PMN J0151-3605
4FGL J0151.7+5455,2.32149e-10,3.15916e-12,2.42926,19.9732,0.662759,0.283094,bcu,7C 0148+5439
4FGL J0152.2+3714,2.19985e-10,2.75923e-12,2.34252,22.3909,0.560841,0.222946,bcu,B2 0149+37
4FGL J0152.2+2206,3.69875e-10,6.91768e-12,2.67748,34.6218,0.405818,0.129812,fsrq,PKS 0149+21
4FGL J0152.6+0147,8.07846e-10,9.06103e-12,1.98392,22.7831,0.25752,0.0995244,bll,PMN J0152+0146
4FGL J0153.0+7517,4.65918e-10,5.20658e-12,2.0005,7.52348,0.0,10.0,bll,1RXS J015308.4+751756
4FGL J0153.3+5416,1.80186e-10,2.04472e-12,1.94618,13.6833,0.299095,0.514454,,
4FGL J0153.4+7114,2.89631e-10,3.37534e-12,1.88797,12.5361,0.322027,0.245282,rdg,TXS 0149+710
4FGL J0153.5-5107,4.5625e-11,2.2992e-12,3.24127,13.7552,0.254936,0.249445,fsrq,PKS 0152-513
4FGL J0153.9+0823,1.61674e-09,1.47792e-11,1.95257,43.9336,0.301971,0.0886157,bll,GB6 J0154+0823
4FGL J0154.3-0236,1.93496e-10,2.14948e-12,2.05474,11.8421,0.331188,0.324998,bcu,TXS 0151-028
4FGL J0154.6+0051,6.93293e-11,8.64387e-13,1.78945,10.1305,0.0,10.0,,
4FGL J0155.0+4433,5.59404e-10,3.48167e-12,2.18985,16.9,0.246395,0.130657,bll,GB6 J0154+4433
4FGL J0155.4-0625,1.26878e-10,1.97164e-12,2.54357,7.37836,0.0,10.0,bcu,PMN J0155-0621
4FGL J0156.1+1502,8.21916e-11,1.02322e-12,1.79128,9.97748,0.0,10.0,bcu,RX J0156.0+1502
4FGL J0156.3-2420,2.4158e-10,2.74876e-12,1.93912,39.5436,0.795995,0.248987,,
4FGL J0156.5+3914,4.40547e-10,6.10677e-12,2.44666,79.8983,0.717871,0.18992,bcu,MG4 J015630+3913
4FGL J0156.6-1758,1.19724e-10,1.38546e-12,2.22261,11.0577,0.269169,0.5981,bcu,PMN J0156-1800
4FGL J0156.8-4744,2.92063e-10,3.33405e-12,2.19284,23.9653,0.458398,0.175806,bll,2MASS J01564603-4744174
4FGL J0156.9-5301,5.22873e-10,5.86605e-12,1.74068,45.4727,0.509009,0.151847,bll,1RXS J015658.6-530208
4FGL J0156.9+4648,1.71686e-10,2.03832e-12,2.26774,10.7454,0.301989,0.506156,bcu,MG4 J015651+4648
4FGL J0157.7-4614,5.20451e-10,4.8885e-12,2.4454,123.168,0.798836,0.202252,fsrq,PMN J0157-4614
4FGL J0158.4+1230,7.91548e-11,2.27617e-12,2.94017,11.1776,0.46377,0.486399,,
4FGL J0158.5-3932,7.29533e-10,8.11446e-12,2.09074,47.3848,0.401713,0.115711,bll,PMN J0158-3932
4FGL J0158.8+0101,2.50541e-10,3.77385e-12,2.51863,2.68436,0.0,10.0,fsrq,GB6 J0158+0101
4FGL J0159.0+3313,1.67359e-10,1.87673e-12,1.98479,25.226,0.594153,0.277575,,
4FGL J0159.3-4523,9.22122e-11,1.86504e-12,2.72899,28.2075,0.734898,0.264147,bcu,PMN J0159-4515
4FGL J0159.5+1046,9.93045e-10,1.11106e-11,1.99461,34.198,0.337108,0.106827,bll,RX J0159.5+1047
4FGL J0159.7-2740,4.01998e-10,4.46535e-12,2.05919,13.4336,0.219167,0.146413,bll,PMN J0159-2739
4FGL J0159.8-2234,7.72873e-11,9.67322e-13,1.78478,9.75673,0.0,10.0,,
4FGL J0200.3-4109,2.47187e-10,3.01282e-12,1.81847,3.77577,0.0,10.0,bll,1RXS J020021.0-410936
4FGL J0200.6-6637,2.96452e-10,4.81574e-12,2.57763,50.8937,0.510981,0.150333,fsrq,PMN J0201-6638
4FGL J0201.1+0036,9.81138e-11,1.14715e-12,1.88208,10.1586,0.0,10.0,bll,MS 0158.5+0019
4FGL J0201.1-4347,7.65878e-11,9.54271e-13,1.79023,11.0306,0.0,10.0,bcu,GALEXASC J020110.83-434654.8
4FGL J0202.4+0849,1.87369e-10,2.25911e-12,1.83349,13.4459,0.219934,0.425387,fsrq,TXS 0159+085
4FGL J0202.4+2943,1.85691e-10,2.07299e-12,2.11766,6.93376,0.0,10.0,,
4FGL J0202.6-0258,2.51486e-10,3.24856e-12,2.37612,10.424,0.0982979,0.395241,fsrq,WISE J020239.94-030207.9
4FGL J0202.7+4204,2.13062e-10,2.41406e-12,2.17328,30.3476,0.726251,0.235639,bll,B3 0159+418
4FGL J0202.9-0225,1.93944e-10,2.23521e-12,1.90967,6.70252,0.0,10.0,bcu,RX J0202.9-0223
4FGL J0203.6+7233,4.98188e-10,5.89303e-12,2.26187,29.9229,0.557462,0.184426,bll,S5 0159+723
4FGL J0203.7+3042,2.25319e-09,2.09217e-11,2.23867,773.128,1.01114,0.240516,bll,NVSS J020344+304238
4FGL J0203.9+8120,1.47342e-10,1.64058e-12,2.10043,15.9033,0.417349,0.449001,,
4FGL J0204.0-3334,1.36483e-10,1.54769e-12,1.94811,11.5138,0.226286,0.564044,bll,1RXS J020413.6-333345
4FGL J0204.1-2919,8.53456e-11,9.63108e-13,1.96243,14.435,0.569324,0.450513,bcu,PMN J0204-2923
4FGL J0204.3-3140,1.09325e-10,1.21929e-12,2.11199,8.16195,0.0,10.0,bcu,MRSS 414-035156
4FGL J0204.3+2417,1.29071e-10,1.50488e-12,1.88713,19.2996,0.766753,0.460823,bll,B2 0201+24
4FGL J0204.7+6656,7.40248e-10,6.81207e-12,2.56767,6.19933,0.0,10.0,,
4FGL J0204.8+1513,8.24451e-10,1.01137e-11,2.31466,115.028,0.621731,0.158974,bcu,4C +15.05
4FGL J0205.0-1700,8.40357e-10,1.45312e-11,2.63249,234.404,0.559539,0.137046,fsrq,PKS 0202-17
4FGL J0205.2+3212,7.07597e-10,1.28373e-11,2.65679,259.622,0.745636,0.181485,fsrq,B2 0202+31
4FGL J0205.7+6449,5.99246e-09,6.6524e-11,2.47302,46.2078,0.11081,0.031996,PSR,PSR J0205+6449
4FGL J0206.0-0958,9.16681e-11,1.10292e-12,1.8365,13.8393,0.0,10.0,fsrq,2MASS J02061590-0957174
4FGL J0206.4-1151,1.06813e-09,1.41006e-11,2.39911,206.086,0.604802,0.148966,fsrq,PMN J0206-1150
4FGL J0206.8-5744,2.06354e-10,2.29606e-12,2.0291,17.7514,0.42632,0.205726,bcu,SUMSS J020640-574948
4FGL J0207.2-1832,1.05386e-10,1.52341e-12,2.48412,3.3688,0.0,10.0,,
4FGL J0207.4-3855,2.08281e-10,2.72991e-12,2.39167,6.10534,0.0,10.0,bcu,PKS 0205-391
4FGL J0207.5-1049,1.11609e-10,1.30132e-12,2.23701,13.612,0.172412,0.704652,bcu,PMN J0207-1047
4FGL J0207.5-2402,3.40013e-10,3.87612e-12,2.18949,43.4141,0.532994,0.169622,bcu,NVSS J020733-240202
4FGL J0207.9+2203,1.70108e-10,1.89476e-12,2.10328,7.02726,0.0,10.0,bcu,NVSS J020801+220241
4FGL J0207.9+0953,1.46148e-10,1.81934e-12,2.33335,13.1897,0.380976,0.491474,bcu,GALEXASC J020754.55+095014.0
4FGL J0208.3-6838,2.76583e-10,3.29955e-12,2.27523,19.4315,0.237945,0.160848,bll,PKS 0206-688
4FGL J0208.5-0046,2.26197e-10,2.80002e-12,2.32632,6.81725,0.0,10.0,bll,PKS 0205-010
4FGL J0208.6+3523,2.31337e-10,2.70835e-12,1.87976,9.74958,0.063826,0.909224,bll,MS 0205.7+3509
4FGL J0209.3+4449,2.84839e-10,3.26536e-12,1.92117,17.9191,0.39777,0.187923,bll,1RXS J020917.6+444951
4FGL J0209.3-5228,1.74981e-09,2.085e-11,1.85092,72.384,0.315565,0.0851588,bll,PMN J0209-5229
4FGL J0209.8+2626,1.62841e-10,2.03484e-12,2.338,8.94173,0.0,10.0,,
4FGL J0209.9+7229,7.78027e-10,4.98383e-12,2.2753,151.227,1.24054,0.307737,bll,S5 0205+722
4FGL J0210.1+2518,1.86041e-10,2.09738e-12,1.96556,8.50694,0.0,10.0,bcu,GB6 J0210+2517
4FGL J0210.5-1445,1.19424e-10,1.55522e-12,2.38486,11.1963,0.19569,0.710352,bcu,PKS 0207-149
4FGL J0210.7-5101,5.28908e-09,5.87153e-11,2.34161,1486.4,0.512904,0.121626,FSRQ,PKS 0208-512
4FGL J0211.1-0646,2.32326e-10,2.59882e-12,2.12796,17.3656,0.395353,0.234698,bll,NVSS J021109-064551
4FGL J0211.2+1051,5.26462e-09,5.08588e-11,2.119,306.75,0.346747,0.0843186,BLL,MG1 J021114+1051
4FGL J0211.5+6219,4.67896e-10,8.74695e-12,2.67717,6.83058,0.0,10.0,,
4FGL J0212.1+5321,2.67412e-09,1.60584e-11,2.21948,3.97121,0.0,10.0,bin,1SXPS J021210.6+532136
4FGL J0212.2-2559,1.67433e-10,1.89022e-12,1.96116,10.2837,0.0,10.0,bcu,PMN J0212-2558
